#         ms          mr          mg          mh           d        psat        dn4k         sfr      hdelta        rexp     nsersic         con       sigv1          ka
#
   5.815e+09      -18.74      -18.08   1.818e+11           0           0       1.174      -9.892        2.85       1.456           6       3.211       47.77           0
   1.084e+10      -18.79      -18.17   2.451e+11           0           0        1.36      -10.18        3.72           0      0.7029       2.278       37.63           0
   7.284e+10      -20.62      -19.78    1.21e+12           0           0       1.747      -11.91     -0.4795       4.581           6       3.443         207           0
   1.232e+10      -19.65      -19.26   2.607e+11           0           0        1.34      -9.705         3.9        5.65      0.8809       2.021       58.95           0
   6.488e+10      -21.06      -20.43   1.208e+12           0           0       1.391      -10.01       3.471       4.782       2.945       2.896       115.6           0
   1.449e+11      -21.21      -20.33   3.857e+12           0           0       1.767      -11.91     -0.5444       5.628       4.385       3.087       204.3           0
   1.287e+10      -19.58      -19.02   2.671e+11           0           0        1.06       -9.35      -2.858       5.595       2.221       2.536        95.8           0
   2.901e+10      -19.99      -19.47   4.537e+11           0           0       1.495      -10.77      0.1411       8.082       1.893       2.163       77.42           0
   2.115e+10      -19.58      -19.11    3.59e+11           0           0       1.413      -9.978       2.857       3.949       1.199       2.333       78.67           0
   2.249e+10      -19.97       -19.5   3.751e+11           0           0       1.335      -10.31       3.093       12.58       1.122       2.073       78.97           0
   7.956e+09      -19.14      -18.58   2.106e+11           0           0       1.245      -9.801       3.284       3.995       2.052       2.506       17.14           0
   3.568e+10      -19.72       -18.8   5.443e+11           0           0       1.923      -12.15      -1.708       3.149        3.79       2.981       133.7           0
   5.507e+10      -20.17      -19.28   8.588e+11           0           0       1.887      -11.61      -1.411       5.339       1.944        2.63         129           0
   2.709e+11      -21.36      -20.37   1.687e+13           0           0           2      -12.45       -2.51       6.733       4.791       3.076       282.9           0
   2.097e+10      -19.25      -18.37   3.571e+11           0           0       1.914      -11.73      -1.249       1.987           6       3.272       146.4           0
   9.565e+09      -18.61       -17.8   2.306e+11           0           0       1.752      -11.42      0.6554       1.508           6       3.284       73.68           0
   5.521e+10       -20.1      -19.17   8.627e+11           0           0       1.821         -12      -1.188       3.661       3.334       3.267       159.5           0
    1.51e+11      -21.31      -20.58   5.265e+12           0           0       1.545      -10.57        2.33       6.979       2.734       2.929       199.4           0
   1.513e+11      -21.34      -20.63    4.75e+12           0           0       1.773      -11.01     -0.2689       7.727       3.947       2.744         197           0
   2.037e+10      -19.21      -18.29   3.497e+11           0           0       1.861      -12.03      -1.703       2.405       5.597       3.334       130.2           0
   1.034e+11         -21      -20.01   1.975e+12           0           0       1.983      -12.09      -3.364           0           6        2.99           0           0
   1.507e+10      -19.17       -18.4   2.916e+11           0      0.4527       1.474      -10.91      0.6557       2.064       2.918       2.803       84.22           0
   1.098e+11      -20.59      -19.77   2.194e+12           0           0       1.364      -10.13        5.46       6.191       2.506        2.67       109.2           0
   1.265e+10      -19.52      -18.98   2.645e+11           0           0       1.369      -10.36       3.453       5.246       2.032       2.546        32.4           0
   2.002e+10      -19.07      -18.18   3.459e+11           0           0       1.627      -10.82      0.4374        9.98       1.165       2.562       41.17           0
   5.307e+09      -18.97      -18.47   1.752e+11           0           0       1.274      -10.29       2.613       4.204      0.9474       1.979       50.67           0
   9.388e+10      -21.16      -20.59   1.976e+12           0           0       1.378      -10.34      -1.647       10.72       1.346       2.134       122.9           0
   4.736e+10      -19.77       -18.9   7.252e+11           0      0.3153       1.458       -10.2       1.292       8.076      0.5737       2.133       88.77           0
   4.713e+10      -20.54       -19.7   7.224e+11           0           0       1.366       -10.3       2.296       6.314           6       3.023       105.5           0
    6.22e+09      -18.49      -17.84   1.877e+11           0           0       1.236      -10.15       3.831       6.035       1.053       2.501        57.3           0
   6.061e+09      -18.31      -17.63   1.852e+11           0           0       1.283      -10.34        2.49       4.655       1.001       2.342       46.31           0
   1.293e+10      -19.88      -19.51   2.679e+11           0           0       1.258      -9.727       3.744       6.323       1.554        2.42       29.42           0
   1.443e+10      -18.72      -17.79    2.84e+11           0           0        1.96       -12.1      -2.589       1.188           6       3.428       163.6           0
    8.49e+10      -20.26      -19.35   1.504e+12           0           0       1.654      -11.88      -1.483           0       2.021       2.606           0           0
   7.225e+09      -18.77      -18.26   2.009e+11           0           0       1.485      -10.22       2.095       6.384       1.668       2.358       30.14           0
    1.21e+10      -19.52      -19.17   2.581e+11           0           0       1.382       -9.81         4.4       5.397       1.563       2.303       69.18           0
   1.077e+11      -20.01      -18.94   2.116e+12           0           0       1.586      -10.57       1.521       7.902       1.649       2.837       118.8           0
   7.712e+10       -20.4      -19.43   1.317e+12           0           0       1.976      -12.13      -2.184       4.274       2.842       2.897       176.5           0
   1.814e+10       -19.4      -18.67   3.242e+11           0           0       1.651      -10.74      -1.417       6.663        1.12       2.097       63.99           0
   2.418e+10      -18.63       -17.7   3.962e+11           0           0       1.408      -10.17       2.564       4.195      0.6473        2.22       79.66           0
   2.233e+10      -19.87      -19.12    3.73e+11           0           0       1.232      -10.02       2.327       5.802       1.417       2.069       153.4           0
   1.863e+10      -19.65      -19.08     3.3e+11           0           0        1.37      -10.25        1.04       6.886       1.051       2.322       66.29           0
   2.846e+10      -19.96      -19.27   4.461e+11           0           0       1.244      -9.898      0.1113       7.667       1.027       2.086       87.57           0
   4.025e+10      -20.07      -19.21   6.111e+11           0           0       1.815      -11.92      -1.358       2.593           6       3.651       124.1           0
   1.008e+10      -19.34      -18.84   2.363e+11           0   0.0006176       1.398      -10.29       2.948       8.265        1.08        2.14       54.84           0
   6.857e+10      -20.57      -19.71   2.907e+12           0           0       1.593      -11.53      -1.267           0       5.654        2.78           0           0
   6.654e+10      -19.17      -18.47   1.252e+12           0           0       1.523      -10.21       1.751      0.7411           6       2.036       141.3           0
   7.391e+09      -18.72       -18.2   2.029e+11           0           0       1.116      -9.771       3.038           0       3.637       2.693           0           0
   7.304e+09      -19.33      -18.97   2.019e+11           0           0       1.248      -9.752       3.846       9.774       1.657       2.135       49.24           0
   4.425e+10      -19.74      -18.81   6.775e+11           0           0       2.001      -11.38      -1.834       2.134        5.24        3.11       212.6           0
   7.797e+10      -20.67      -19.79   2.123e+12           0           0       1.765      -11.83      -0.482       4.437       4.892       3.138       141.9           0
   6.258e+09      -19.01      -18.58   1.882e+11           0           0       1.234      -9.798       2.279       5.999       1.024       2.003        58.9           0
    3.72e+10      -19.96      -19.11   5.686e+11           0           0       1.652      -11.66      0.3944       2.506       4.276       3.444       126.6           0
   6.351e+10      -20.73      -20.17   1.012e+12           0           0       1.673      -10.37     -0.6171       10.62        1.16       2.076        83.4           0
   2.761e+10      -19.85      -19.22   4.361e+11           0           0       1.586       -10.8       1.482       14.37       1.094       2.005        65.1           0
   7.369e+09      -19.24      -18.76   2.026e+11           0           0       1.353      -9.942       4.519       8.412       1.061       1.922       33.25           0
    5.51e+10      -19.93      -19.33   8.598e+11           0     0.08728       1.463       -10.2       2.213       9.723       2.148       2.618       55.93           0
   1.377e+10      -19.76      -19.28   2.768e+11           0           0       1.089      -9.767       1.033       7.121      0.7988       1.846       51.28           0
   1.156e+11      -20.93      -20.09   2.669e+12           0   7.081e-05       1.882      -11.93      -2.215       5.941       3.056       2.944         161           0
   9.076e+09       -19.5      -19.12   2.249e+11           0           0       1.249      -9.583       6.091       6.061       2.698       2.264       64.21           0
   2.232e+10      -19.55      -18.91   3.729e+11           0           0       1.458      -10.23       2.384       11.75      0.6035       2.175        62.3           0
   1.294e+10       -19.3      -18.63   2.679e+11           0           0       1.265      -10.14       1.453       3.306       2.617        2.72       71.31           0
   6.142e+09      -19.18       -18.6   1.864e+11           0           0       1.167      -9.811       3.865       3.884       1.398       2.398       55.54           0
    1.93e+10      -19.57      -19.04    3.38e+11           0           0       1.248      -9.922       4.194       9.776       1.996       2.094       16.27           0
   3.274e+10      -20.18      -19.52   5.029e+11           0           0       1.303      -10.04       4.323         8.7      0.8655       2.052       48.59           0
   8.602e+09      -17.64      -16.79   2.182e+11           0      0.3874       1.292      -9.378       3.144       1.627           6       2.755        28.3           0
   9.477e+09      -18.91       -18.3   2.295e+11           0           0       1.358      -10.65       1.202       8.353       1.855        1.89       16.46           0
   5.387e+09      -18.84      -18.25   1.761e+11           0           0       1.271      -9.928       2.932       7.381      0.7409       1.907       22.07           0
   2.065e+11      -20.79      -19.77   6.334e+12           0           0       1.889      -12.08      -1.587       8.203       3.924        2.85       177.1           0
   5.348e+09      -18.23      -17.48   1.757e+11           0           0       1.393      -10.32       1.784       1.348       5.968       2.449       56.95           0
   4.542e+10      -20.67      -20.12   1.166e+12           0           0       1.318      -9.972       1.394       7.898       1.566       2.304       97.26           0
   4.828e+10      -20.46       -19.9   8.317e+11           0      0.2062       1.326      -10.17       1.677       10.25       1.045       2.045       75.13           0
   1.543e+10      -19.43      -18.86   2.956e+11           0           0       1.487      -10.21       1.702       5.374       1.377       2.237       65.69           0
   2.488e+11      -21.56      -20.69   5.023e+13           0           0       1.946      -12.29      -2.315        11.5           6       2.947         199           0
   2.257e+10      -18.92      -18.03   3.762e+11           0           0       1.482      -10.42       1.445       6.348       1.401       2.611       82.78           0
   2.113e+10      -19.14      -18.28   3.587e+11           0           0       1.838      -11.56     -0.4326       2.105           6       3.076       135.2           0
   3.551e+10      -19.76      -18.83    5.42e+11           0      0.1109       1.888      -11.82      -2.219       2.571           6       3.362       142.5           0
   1.019e+10      -18.44      -17.52   2.377e+11           0   1.431e-05       1.825       -11.7     -0.9332       1.841       3.634       2.819       108.5           0
   2.122e+10      -19.24      -18.35   3.598e+11           0      0.3566       1.781      -11.89     -0.4868       4.208       3.281       3.059       102.8           0
   1.229e+10      -18.56      -17.62   2.603e+11           0      0.1079       1.736      -11.79      -1.438       3.535       3.596       2.615       82.51           0
   6.902e+09      -18.85      -18.16   1.967e+11           0      0.4235       1.458      -10.47        2.54       1.086           6       3.089       87.24           1
   6.178e+10      -19.96      -19.05   1.887e+12           0           0       1.761      -11.65      -1.526           0       3.666       3.055           0           0
   1.481e+10      -18.76      -18.08   2.882e+11           0   5.519e-05        1.32      -9.728       4.432       3.062           6       2.408       62.42           0
   1.955e+10      -19.03      -18.22   3.406e+11           0           0       1.446      -10.27      0.5413        2.79       2.241        2.95       89.49           0
   2.167e+10      -19.27      -18.34   3.647e+11           0           0       1.867      -11.75      -1.877       1.868           6       3.417         128           0
   1.482e+11      -21.05      -20.15   3.678e+12           0           0        1.91      -11.59      -1.491       9.568       2.105       2.477       166.4           0
   3.557e+10      -19.75      -18.81   5.431e+11           0           0       1.992      -11.91      -2.029       3.341           6       3.326       150.4           0
   5.768e+09      -18.51      -18.01   1.811e+11           0           0       1.312       -10.1       3.225       10.15       1.675       1.965       51.45           0
   3.416e+10      -19.72      -18.91   5.222e+11           0      0.4151        1.84      -11.62      -2.286       3.792       2.793       2.348       103.6           0
   1.099e+10      -18.84      -18.13   2.462e+11           0      0.3393       1.313      -9.969       2.242       7.168      0.6587       2.219       57.03           0
   1.992e+10      -20.07      -19.64   5.612e+11           0           0       1.272      -10.13       2.799       10.81        1.85       2.076       53.33           0
   2.192e+10      -19.48      -18.55   3.688e+11           0           0       1.865      -10.88      -2.167           0       1.217       3.012           0           0
   8.872e+09      -19.14      -18.62   2.218e+11           0           0       1.222         -10       4.096           9      0.7102       2.273        65.4           0
   5.428e+09      -18.75      -18.18   1.767e+11           0           0       1.188      -10.02       3.708       6.595       1.449       2.625       62.05           0
   5.967e+09      -17.93      -17.13    1.84e+11           0   3.099e-06        1.67      -11.41       -2.62       1.859       3.563       3.002       43.29           0
   4.816e+10       -20.2      -19.22   7.416e+11           0           0       1.898      -12.02      -2.209       4.634       1.966       2.935       155.4           0
   8.866e+10      -20.38      -19.41   2.419e+12           0           0       1.928      -12.17      -1.895       2.825       5.532       3.156       251.1           0
   7.019e+09      -18.34      -17.58   1.983e+11           0           0       1.427      -10.38       1.979        6.42       1.857       2.554       44.09           0
   8.443e+10      -20.88      -20.14   3.201e+12           0           0        1.63       -10.4       1.589       3.431       2.578       2.981       127.7           0
   5.042e+09      -18.66      -18.25   1.714e+11           0           0       1.337      -9.722       2.743       1.679       1.525        2.29       58.24           0
   7.484e+10      -19.65      -18.59   1.256e+12           0           0       1.852      -11.26      -1.273       4.191       2.635       3.133       125.3           0
   1.446e+11      -21.27       -20.4   4.171e+12           0           0       1.653      -11.69       1.299       7.546       3.928       2.926       160.1           0
   1.689e+10      -18.82      -18.22   3.106e+11           0           0       1.368       -10.1       4.374       5.275       2.562       2.954       46.74           0
   3.467e+10      -19.54      -18.57   5.301e+11           0           0       1.992      -12.29      -2.895       1.808       5.238       3.293         209           0
   2.889e+10      -19.34      -18.41   6.573e+11           0           0       1.649      -11.63      -1.514           0           6        3.03           0           0
   5.918e+09      -19.01       -18.4   1.832e+11           0           0       1.213      -9.767       3.134        3.86       1.473       2.367       67.55           0
   3.113e+10      -19.89      -19.02   4.806e+11           0           0       1.485      -10.59       1.438       5.483       3.372       2.374       73.72           0
   1.987e+10      -18.83      -17.94   3.436e+11           0           0       1.502      -10.69       2.238       6.211       1.228       2.565       43.55           0
   1.752e+10      -19.55      -18.79   3.171e+11           0           0       1.301      -10.27       2.493       3.534       1.512       2.602       57.99           0
   4.214e+10      -20.11      -19.39   6.399e+11           0           0       1.572      -10.64      -1.297       12.06      0.9473       2.289       73.96           0
   3.472e+10      -19.66      -18.75   5.309e+11           0           0       1.873      -11.91      -1.806       4.991       2.315       2.813       109.5           0
   1.504e+11      -21.13      -20.32   3.797e+12           0           0       1.991      -12.04       -2.21       8.283       3.646        2.44       168.8           0
   4.006e+10      -19.77      -18.91   6.078e+11           0           0       1.409      -10.13       2.197       3.365        5.99       3.139       112.2           0
   1.102e+11      -20.86       -19.9    6.25e+12           0           0       1.949      -12.16       -1.98       5.234       5.369       3.348       237.1           0
   1.281e+11      -20.87      -19.82    3.22e+12           0           0       1.815      -12.27      -1.419       5.438       3.139        3.41       207.2           0
    1.77e+10      -19.48      -18.84   3.193e+11           0           0       1.618       -10.5       1.124       6.307       1.152       2.185       57.49           0
   8.196e+09      -19.74      -19.07   2.135e+11           0           0       1.154      -9.525       3.915       3.891           6       2.805       109.8           0
   9.396e+10      -20.45      -19.66   1.742e+12           0           0       1.699      -10.51     -0.4897           0       2.396       2.571           0           0
   1.033e+11      -20.68       -19.7   2.146e+12           0           0       1.933      -12.31      -2.141       6.487           6       2.944       182.3           0
   8.825e+09      -18.97      -18.33   2.212e+11           0   1.192e-07       1.227      -9.985       3.454       5.517       0.627         2.2       43.98           0
   6.358e+09      -18.65      -18.12   1.895e+11           0           0       1.201       -9.52       2.188           0       1.834       2.506           0           0
   4.113e+10       -20.1      -19.41   6.242e+11           0           0       1.446      -10.19        2.43       4.498        2.28       3.121       74.57           0
   5.079e+09      -18.31      -17.73   1.719e+11           0           0       1.296      -10.08       3.761       3.028       1.603       2.607       29.06           0
   1.685e+10         -19      -18.12   3.102e+11           0           0       1.543      -11.04    -0.03739       2.865       2.371       2.787       83.32           0
   1.044e+11      -20.59      -19.62   2.005e+12           0           0       1.972      -12.27      -2.509       4.573       5.659       3.297       216.4           0
   1.156e+11      -20.54      -19.55   2.675e+12           0           0       1.815      -11.98     -0.5151       6.986       4.921       2.855       156.1           0
   1.272e+10      -18.26      -17.38   2.656e+11           0           0        1.49      -11.16     -0.4512       7.322       1.052       2.664       84.39           0
    6.66e+10       -20.4      -19.42   1.073e+12           0           0       1.866      -11.78      -3.896           0       3.636       3.204           0           0
   7.299e+09      -19.23      -18.92   2.018e+11           0           0       1.273      -9.611       4.213       4.439       1.821       2.527       44.28           0
   2.084e+10      -19.15       -18.2   3.552e+11           0     0.01955       1.792      -11.78      -1.668       2.593       2.872       2.873       86.55           0
   1.717e+10      -19.57      -18.93   3.137e+11           0           0       1.289      -9.901       2.212       5.475       1.128       2.284       67.84           0
   1.793e+10      -20.02      -19.54   3.218e+11           0           0       1.388       -9.98       3.914       7.567      0.7845       1.926       47.15           0
   4.091e+10      -20.23      -19.48   6.198e+11           0      0.2308       1.426      -10.67       1.358        4.42           6       3.418         103           0
   3.012e+10      -20.43      -19.71   4.679e+11           0      0.1492       1.367      -10.84       5.907       5.282       4.163       3.106       90.78           1
    9.23e+10      -20.56      -19.59   1.697e+12           0           0       1.859      -11.98      -1.378       4.625       4.033        3.16       160.4           0
   1.485e+10      -19.35      -18.62   2.887e+11           0           0       1.278      -10.15       2.334       5.238       1.228       2.578       86.86           0
   4.251e+10      -20.19      -19.62   6.471e+11           0           0       1.359      -10.17       2.924       8.667      0.9533       2.033       56.97           0
   1.526e+10       -18.9      -18.01   2.936e+11           0           0       1.854      -11.69      -1.002       2.068         3.6       2.818       103.9           0
   1.736e+10       -19.6      -18.96   3.156e+11           0           0       1.393      -10.41      0.9711       10.56      0.8471       1.961       69.45           0
   5.899e+09      -19.44      -19.04   1.831e+11           0           0       1.194      -9.615       3.929       5.895       1.444       2.276       67.22           0
   2.144e+10      -19.01      -18.23   3.623e+11           0           0       1.434      -11.48       2.424       20.16      0.7988       2.389       94.37           0
   1.625e+10      -18.76      -17.79   3.038e+11           0           0       1.966      -12.05      -1.508       1.761       4.335       2.898       107.9           0
   2.142e+10         -19      -18.01   3.619e+11           0      0.3296       1.962      -12.19      -2.092       1.302           6       2.865       187.2           0
   2.123e+10       -19.6      -18.87   3.598e+11           0           0        1.37      -10.08       2.677       7.146      0.6549       2.109       73.53           0
   6.823e+09      -19.58      -19.05   1.959e+11           0           0       1.159      -9.901       3.478       9.627       1.464       1.917        27.4           0
   2.626e+10      -19.26       -18.3   4.183e+11           0           0        1.94      -11.99      -2.049       2.183        3.13         2.7         174           0
   1.226e+10      -18.64      -17.75     2.6e+11           0           0       1.906      -11.66      -1.765         2.5       3.867       3.077       89.76           0
   1.727e+10      -19.02      -18.11   3.147e+11           0           0       1.875      -11.71     -0.9305       1.867       3.935       3.188       124.9           0
   5.653e+10      -19.98      -19.05   8.849e+11           0           0       1.922      -11.99       -1.75        2.46       3.853        3.15       153.4           0
   3.178e+11      -21.57      -20.58   2.155e+13           0           0       1.989       -12.1      -2.387       10.96       2.691       2.292       206.2           0
   1.394e+11      -21.08      -20.29   3.309e+12           0           0       1.801      -11.67     -0.9072       7.043       4.619       3.143       147.3           0
   1.509e+10      -18.87      -17.96   2.919e+11           0      0.4654       1.695       -11.6      0.0921       3.117       3.447       2.741       78.45           0
   1.963e+10      -18.53      -17.53   3.414e+11           0           0       1.742       -10.9     -0.3489        2.64       4.062       3.133       104.1           0
   5.563e+09      -18.89      -18.32   1.785e+11           0      0.0161       1.226      -10.08       3.444       7.659       1.192       1.889       51.11           0
   5.447e+09      -18.58      -18.12    1.77e+11           0           0       1.266      -9.884       1.598       6.284      0.9808       1.954       29.78           0
   4.124e+10       -19.9      -19.02   1.154e+12           0           0       1.862      -11.93       -2.28       3.511       5.732       2.949       131.6           0
   6.882e+09       -19.3      -18.86   1.965e+11           0           0       1.309        -9.8      0.9319       9.091       1.936       1.978       49.85           0
   1.442e+11      -21.02      -20.04   3.514e+12           0           0        1.98      -12.36       -1.93       7.302           6        3.31       205.5           0
   4.378e+10      -19.92      -19.01   6.716e+11           0           0       1.967      -11.96      -2.061       2.981       3.397       3.243       155.9           0
   9.908e+09      -19.31      -18.84   2.347e+11           0           0       1.396      -10.24       5.277       9.657       1.427       2.228       49.31           0
   7.482e+09      -18.22      -17.46   2.042e+11           0           0       1.495      -10.77       3.505       7.791       2.518       1.819       23.58           0
   5.885e+09      -17.95      -17.04   1.828e+11           0    5.96e-06       1.602      -11.59     -0.3843       2.156       3.539       2.714       64.61           0
   3.422e+10      -19.54      -18.55   5.233e+11           0           0       1.908      -12.05      -2.748       2.457        4.04       2.948       163.4           0
    1.31e+10      -18.72      -17.71   2.699e+11           0           0        1.86       -11.9     -0.7723       2.653       5.406       3.147       98.27           0
   2.261e+10         -19      -18.06   3.766e+11           0      0.4055        1.55      -10.85       1.074       8.543      0.6775       2.282       68.99           0
   2.081e+10      -19.09      -18.11   3.546e+11           0           0        1.86      -11.91      -3.014       4.027           6       2.556       105.6           0
    1.39e+10      -19.23      -18.56   2.785e+11           0           0       1.435      -10.53       3.505       11.57      0.8114       2.057       57.22           0
   1.282e+10      -18.61      -17.82   2.665e+11           0           0       1.282      -10.58       3.035       5.761       1.297       2.434       50.37           0
   6.251e+10      -20.65      -19.89   9.979e+11           0           0       1.483      -10.29      0.9142       8.797       1.463       2.387       93.42           0
   1.311e+11      -21.05      -20.15   8.492e+12           0           0       1.633      -10.91      0.3018       7.004        2.13       2.267       160.1           0
    2.36e+10      -19.72      -19.03   3.897e+11           0           0       1.251      -10.34       2.939       7.686      0.7763       2.346        74.1           0
   7.708e+09      -18.35       -17.6   2.076e+11           0      0.3738       1.552      -10.68       0.699           0       1.419       2.176           0           0
   2.598e+10      -19.98       -19.5   4.155e+11           0           0         1.3      -9.895       3.602       5.389       2.018       2.402       62.13           0
   1.394e+10      -19.97      -19.51    2.79e+11           0           0       1.228       -9.69       2.837       7.525       1.189       2.054       40.08           0
   1.511e+11      -20.91      -20.11    8.37e+12           0           0       1.861      -12.16      -1.857       9.701       2.573       2.261       135.2           0
   1.296e+10      -19.46      -18.92   3.621e+11           0           0       1.359      -10.03       1.888       7.167      0.9045        2.02       40.75           0
   5.237e+10       -20.3      -19.43   1.815e+12           0           0       1.868      -11.82     -0.8472        4.41           6       2.984       134.8           0
   1.682e+10      -19.48      -18.68   4.636e+11           0     0.02598       1.284      -10.45       3.551       9.325        0.77       2.243       41.45           0
   2.697e+10      -20.22      -19.55   4.283e+11           0    0.002677       1.281      -9.407       5.891       2.473           6       3.427       122.8           0
   1.104e+10       -19.6      -19.14    2.47e+11           0           0       1.252      -9.748       3.908       6.693      0.8594       1.923       48.35           0
   2.741e+10      -20.04      -19.52   5.658e+11           0           0       1.284      -10.05       2.504       9.656       1.149       2.323       89.68           0
    4.34e+10      -19.99      -19.24   6.629e+11           0           0       1.496      -10.35       2.011       9.318       1.162        2.34       110.5           0
   2.075e+10      -19.91      -19.37   3.541e+11           0           0       1.333      -10.03       3.369        5.59        1.21       2.592       58.48           0
    3.53e+10      -19.56      -18.61    5.39e+11           0           0       2.038      -12.14      -1.447       2.649       5.917       3.199         151           0
   1.275e+10      -19.46      -18.97   2.658e+11           0           0       1.374      -10.37       3.096       12.79      0.7304       1.792           0           0
   3.954e+10      -19.52       -18.9   6.001e+11           0           0       1.408       -10.4        1.42       15.95        1.23       2.447       82.93           0
   1.845e+10      -19.13      -18.35   3.278e+11           0           0       1.757      -11.57     -0.7604        2.56       5.181       3.132       84.02           0
   1.803e+10       -19.3      -18.52   3.229e+11           0           0       1.537      -10.72       1.327       8.636      0.8518       2.386        73.9           0
   1.038e+11      -20.54      -19.53   1.987e+12           0           0       2.022      -12.36      -3.085       3.493       3.431         3.2       208.6           0
   6.892e+09      -19.06      -18.58   1.967e+11           0           0       1.261      -9.988       1.345       8.912       1.144       2.069       52.67           0
   1.876e+10      -19.63      -19.01   3.313e+11           0           0       1.451      -10.22       2.873       4.268       1.096       2.243       73.44           0
   1.277e+11      -20.77      -20.07    9.19e+12           0           0        1.76      -10.81      -1.111       13.69       1.533        2.35       109.4           0
   6.772e+09      -18.14      -17.31   1.952e+11           0           0       1.377      -10.17       5.044       4.554       1.551       2.684       49.52           0
    1.93e+10      -19.58      -18.99   3.381e+11           0           0       1.496      -10.68     -0.5799       13.21      0.7598       2.077       45.36           0
   6.957e+09       -19.3      -18.82   1.976e+11           0           0       1.282         -10       5.402       5.341       2.181       2.416       69.77           0
   1.773e+10      -19.47      -18.94   3.197e+11           0           0       1.565      -10.22       2.477       7.734      0.9066        1.94       50.62           0
   5.133e+09      -18.41      -17.73   1.726e+11           0           0       1.267      -9.838       2.457       1.552       2.833       2.654        68.9           0
   1.449e+11      -20.99      -20.02   8.964e+12           0           0       2.017      -12.18      -2.902       6.907       3.876       2.993       208.1           0
    2.81e+10      -19.61      -18.86   4.416e+11           0           0       1.463      -10.17       2.327       3.932       1.455       2.274       93.99           0
   2.202e+10      -18.41      -17.48     3.7e+11           0           0        1.46      -9.783      -1.013       2.768       2.885         3.1       67.98           0
   6.912e+09       -18.2      -17.33   1.968e+11           0           0       1.437      -10.67       2.557        5.34      0.8465       2.393       30.56           0
    2.32e+10      -19.87      -19.28   3.842e+11           0     0.02238       1.319      -10.14        3.94        9.64      0.9166       2.179       43.82           0
   7.232e+09      -18.77      -18.03    2.01e+11           0           0       1.462      -10.82      0.5499       5.774       1.639       2.282       14.88           0
   5.471e+09      -18.79      -18.16   1.774e+11           0      0.3836       1.213      -9.969      0.2363       3.499       1.004       2.098       55.86           0
   1.995e+10       -19.7      -19.06   5.286e+11           0           0       1.327      -9.926       1.587       5.244       1.091       2.192       81.27           0
   7.866e+10      -20.48      -19.63   1.341e+12           0           0       1.892      -11.72      -2.159       6.831       3.051       2.708         131           0
    5.68e+09      -19.37      -18.97   1.799e+11           0           0       1.247      -9.542       3.682       7.628        1.17       1.924       41.42           0
   2.055e+10      -18.93      -18.05   3.518e+11           0           0       1.616      -11.01     -0.5271       3.294       1.652       2.586         109           0
   1.477e+11      -20.98      -20.01   5.206e+12           0           0       1.985      -12.29      -2.656       5.819       2.799       2.708       216.2           0
   7.272e+10      -20.45      -19.77   1.208e+12           0           0       1.781      -11.26      -1.118       8.225        2.69       2.264       108.9           0
   8.296e+09      -18.06      -17.22   2.145e+11           0      0.4964       1.688      -11.29      0.3866       3.689       1.617       2.545       61.04           0
   1.426e+11         -21      -20.07   3.744e+12           0      0.2304       1.921      -12.31       -1.68        6.77           6       3.302       221.6           0
   2.725e+10      -19.63      -18.78   6.208e+11           0      0.3704       1.766      -11.77     -0.3361        2.13       5.001       2.958       112.9           0
   5.879e+10      -20.06      -19.05   9.235e+11           0           0       2.024      -12.28      -2.077       2.799       5.792       3.389       186.6           0
   1.426e+10      -19.38      -18.73   2.823e+11           0           0       1.229      -10.08       2.154        3.15       2.161       3.068       69.66           0
   2.473e+10       -19.3      -18.36   4.031e+11           0           0       1.936      -12.05      -2.349       2.071        5.74       3.194         135           0
   1.126e+11      -20.64      -19.71   2.279e+12           0           0       1.772      -11.85    -0.04179       8.875        2.09       1.985       134.8           0
    4.48e+10      -19.86      -18.93   6.857e+11           0           0       1.897         -12      -1.599       3.242       4.601       2.959       139.7           0
   1.241e+11      -20.92       -20.1   2.751e+12           0           0       1.941      -11.89       -2.82       8.844       2.051        2.07         131           0
    6.09e+09      -18.72      -18.18   1.858e+11           0           0       1.307      -10.01       1.603        3.23      0.8606       2.226       43.66           0
    3.44e+10      -20.34      -19.77   5.269e+11           0           0       1.145      -9.864       1.971       8.495        1.52        2.27       70.78           0
   6.776e+09      -18.24      -17.47   1.952e+11           0           0       1.506      -10.99       2.473       3.189       2.564       2.832       78.73           0
    8.38e+10      -20.52      -19.59   1.473e+12           0   2.384e-07       1.902      -12.05        -2.3       5.205       4.974       3.154       175.2           0
   8.003e+09      -18.88      -18.39    2.11e+11           0           0       1.309      -10.28       1.103       7.222       1.191        1.88           0           0
    3.32e+10      -19.74      -19.18   5.095e+11           0           0       1.371      -10.25        2.37       7.754      0.8372       2.239        76.8           0
    1.93e+10      -19.13      -18.23   3.379e+11           0           0       1.879      -11.61     -0.9288       2.451           6       3.195       117.7           0
   1.354e+11      -21.06      -20.12   3.147e+12           0           0       1.892      -12.09       -1.38       6.515       4.653       3.053       168.6           0
   4.214e+10      -20.15      -19.28   1.165e+12           0           0       1.813      -11.79     -0.6475       3.366           6        3.21         131           0
   1.144e+11      -20.55      -19.57   3.205e+12           0           0       1.843       -11.6      -1.297       7.102       2.425       3.226       159.6           0
   8.472e+09      -18.24      -17.38   2.165e+11           0      0.3887        1.77      -11.59      -1.288       2.694        2.85       2.941       43.62           0
