#         ms          mr          mg          mh           d        psat        dn4k         sfr      hdelta        rexp     nsersic         con       sigv1          ka
#
   1.556e+10      -19.55      -19.11   2.971e+11           0           0       1.235      -10.35       3.325       13.29       2.049       2.101       38.64           0
   1.369e+10      -19.09      -18.28    2.76e+11           0           0       1.632      -11.14      0.8556       2.871       4.539        3.12       52.43           0
   3.468e+10      -20.12      -19.52   5.302e+11           0     0.09847       1.426      -10.27       1.239       5.584       1.376       2.301       77.21           0
   1.278e+11      -20.96      -19.96   3.125e+12           0           0       2.041      -11.93      -2.928           0       3.072       2.693           0           0
   4.061e+10       -19.6      -18.61   6.156e+11           0           0       2.018      -12.11      -2.647       2.864       2.845       2.989       167.5           0
   3.844e+10      -19.66      -18.75   5.854e+11           0           0       1.865      -11.64      -1.248       2.886       3.213       3.007       115.1           0
   8.912e+09      -18.83      -18.21   2.223e+11           0           0       1.323      -10.31        2.81       9.654       0.732       2.445       54.49           0
   1.183e+10      -19.69      -19.07   2.553e+11           0           0       1.245      -9.933       4.481       2.534       2.704       2.854       85.15           0
   3.719e+10      -19.86      -18.94   5.682e+11           0           0       1.947      -11.54      -1.996       2.514           6       3.237       139.9           0
   2.888e+10      -19.43      -18.44    4.52e+11           0           0       1.826      -11.63       -1.66        2.63           6       2.617       116.1           0
   1.061e+10      -19.23      -18.58   2.426e+11           0           0       1.279      -9.884       2.627       1.938       5.429       3.211       88.34           0
   3.433e+10      -19.59      -18.93   5.254e+11           0           0       1.335      -10.42       3.455       12.91      0.8645       2.404       68.27           0
   4.685e+10      -20.18      -19.58   7.175e+11           0           0        1.69       -10.8      0.2011       7.444       2.957       2.303       90.83           0
   1.176e+10      -19.59      -19.08   3.227e+11           0           0       1.155      -9.818       3.151       10.28      0.9757       2.091       84.29           0
   1.079e+11      -20.64      -19.63   2.121e+12           0           0       2.124      -12.33      -2.098       4.428           6       3.231         210           0
   1.367e+10      -18.75      -17.86   2.758e+11           0      0.2343       1.797      -10.95     0.06217       2.427       1.999       2.328        84.1           0
   1.034e+10       -19.2      -18.55   2.398e+11           0           0       1.366      -10.19       1.199       5.524      0.8923       2.434       39.11           0
   6.521e+09      -18.82      -18.09   1.916e+11           0           0       1.229      -9.741      0.1072       1.243           6       3.549       84.68           0
   8.053e+09      -18.84      -18.25   2.117e+11           0           0       1.423      -10.13       2.244       4.103      0.8472       2.271        47.1           0
   6.725e+10      -20.14      -19.23   1.086e+12           0      0.3388       1.855      -12.05      -1.113       3.645       5.309       2.879       204.1           0
    8.34e+10      -20.51      -19.56   1.462e+12           0           0        2.04      -12.21      -2.449        4.11           6       3.478       193.5           0
   1.392e+10      -18.76      -17.89   2.788e+11           0           0       1.799      -11.62      -1.462       1.991       4.331       3.158       115.6           0
   3.934e+10      -19.67      -18.84   5.967e+11           0           0       1.579       -10.9       2.978       10.65      0.6484       2.261        64.7           0
   8.678e+10      -20.43      -19.67    1.54e+12           0           0       1.523      -10.58       2.359        9.73       2.222       2.739       110.2           0
   1.313e+11      -19.91      -18.96   2.983e+12           0           0       1.388      -10.27       2.742       7.511       1.152       2.017       90.02           0
   6.985e+10      -20.46      -19.71   1.142e+12           0           0       1.639      -10.62     -0.2059       4.245       3.994       2.927       111.2           0
   1.536e+10       -19.3      -18.72   2.947e+11           0           0       1.408      -10.29       1.628       7.509       1.501       2.337       56.91           0
   4.561e+10      -20.23      -19.45   1.168e+12           0           0       1.579      -10.73       1.327       9.513      0.9027       2.157       87.82           0
   7.254e+10      -20.38      -19.39   1.203e+12           0           0       1.984      -12.13      -2.106       2.807       4.324       3.315       265.1           0
   7.981e+10      -20.28      -19.44   2.694e+12           0           0       1.391      -10.06       1.574       8.733       1.385       2.586       107.3           0
   5.808e+09      -18.14      -17.33   1.816e+11           0           0       1.313       -10.7       1.074       7.574       1.577       2.763       131.7           0
   6.123e+10      -19.43      -18.61   9.702e+11           0           0       1.412      -9.917        3.97       4.364       3.251       2.554         120           0
   2.522e+10      -19.85      -19.13   4.083e+11           0           0       1.391      -10.25       1.618       7.751       1.073       2.221       72.56           0
   1.734e+10      -18.96      -18.02   3.155e+11           0      0.4412       1.773      -11.64      -2.942       1.629           6       3.228       131.1           0
   2.239e+10      -19.32       -18.4   4.978e+11           0           0       1.882      -11.98      -2.247        2.51       5.795       3.266       125.2           0
   5.653e+09      -18.06      -17.24   1.796e+11           0      0.2373       1.656      -11.17     -0.1059       3.221       2.703       2.595       47.95           0
   7.362e+09      -19.03      -18.38   2.025e+11           0    0.003759       1.205      -9.897       1.839       4.589       1.848       2.496       52.38           0
   1.869e+10      -19.45      -18.59   3.305e+11           0           0        1.63      -11.33     -0.7827       2.373           6       3.198       109.4           0
   3.114e+10      -19.55      -18.61   4.807e+11           0           0        1.77      -11.45     -0.2661       4.225           6       2.944       115.6           0
   9.538e+09      -18.55      -17.68   2.301e+11           0      0.1833       1.281      -10.23       4.527       6.217         0.5       2.046       79.26           0
   7.118e+09      -18.26      -17.42   1.996e+11           0           0       1.755      -11.43     -0.3232       2.037       5.983       2.795        79.6           0
   9.259e+09      -19.25      -18.93   2.271e+11           0           0       1.511      -9.929       1.631       6.953           6       2.244       72.02           0
   5.687e+10      -20.16      -19.24   8.904e+11           0           0         1.9      -12.02      -1.692       4.157           6       3.369       161.8           0
   2.019e+10      -19.64      -19.06   3.475e+11           0           0       1.356       -10.3       3.635       11.26        1.71         2.2       60.58           0
   2.087e+10      -19.85       -19.2   3.559e+11           0           0       1.253      -9.812       2.581       5.322      0.8209       2.287         105           0
   4.042e+10      -19.89      -19.04   6.142e+11           0           0       1.792      -11.53     -0.6964       2.859       2.476       2.786         116           0
   2.589e+10      -19.44      -18.57   4.147e+11           0           0       1.866      -11.93      -1.517       2.713        4.65       3.164       106.3           0
   2.126e+10      -19.16      -18.24   3.601e+11           0           0       1.951      -11.95      -1.548        2.29           6       3.298       124.4           0
   1.939e+10      -19.43      -18.58   3.391e+11           0           0       1.592      -11.27      0.6223       2.767       2.855       2.593       95.97           0
   8.656e+09      -19.21      -18.82   2.188e+11           0           0       1.273      -9.814       3.893       5.515        1.17       2.282        39.2           0
   2.354e+10      -19.29      -18.33   3.884e+11           0           0       1.949      -11.83      -1.487       2.418       3.852       2.743         135           0
   5.673e+10      -20.49      -19.58   8.886e+11           0           0       1.858      -11.98      -2.012       5.341           6       2.671       139.7           0
   1.636e+10      -19.34      -18.81   3.048e+11           0           0       1.395      -10.07       2.424       6.314       1.425       2.295       64.04           0
   5.742e+09      -18.81      -18.18   1.806e+11           0           0       1.246      -10.03        3.66        4.31      0.7299       2.137        52.1           0
   5.893e+09      -19.28      -18.69    1.83e+11           0           0       1.221      -9.872       4.932       2.674           6       2.409       82.07           0
   2.652e+10       -19.3      -18.39   4.218e+11           0           0       1.788      -11.69      -1.039       4.447       2.264       2.202        79.3           0
   2.499e+10      -19.28      -18.35   6.693e+11           0           0       1.968       -12.1      -1.047       2.694        3.83       3.208       152.5           0
   2.127e+10      -19.84      -19.21   3.601e+11           0           0       1.324      -10.37       2.616       3.903       4.913       2.907       78.45           0
   3.251e+10      -19.29      -18.31   5.002e+11           0      0.1549       1.561      -10.98      0.7398       4.019       2.725       2.541       106.5           0
   9.279e+10      -20.28      -19.51   1.711e+12           0           0       1.657      -10.76    -0.01276       8.255       1.948        2.69       115.7           0
   1.128e+10      -18.42      -17.47   2.495e+11           0      0.3702        1.92      -11.58      -1.331       1.171       5.644        2.83       173.3           0
   9.376e+09      -18.53      -17.75   2.284e+11           0           0        1.57      -10.88      0.2751       2.502       2.758       2.479       46.79           0
   1.299e+10      -17.95      -17.22   2.685e+11           0           0       1.296      -10.29       1.146       3.427       1.964       2.761        75.5           0
   1.465e+11      -21.13      -20.17   3.999e+12           0           0       1.988      -12.02      -2.213       3.485        3.25       2.987       220.9           0
   1.583e+10      -19.51      -18.88   2.991e+11           0           0       1.432      -10.21       2.941       4.799      0.9058        2.02       46.92           0
   9.811e+09      -19.09      -18.63   2.334e+11           0           0       1.383      -10.43       2.192       8.074       1.433       2.154           0           0
   6.316e+09      -18.77      -18.29   1.889e+11           0           0       1.383      -10.07       2.672       6.114       1.047       2.142           0           0
   6.425e+09      -18.99      -18.57   1.906e+11           0       0.003       1.216      -9.943       2.417       5.809       0.885       1.762       14.75           0
   9.162e+10      -18.75      -17.73   1.676e+12           0           0       1.312      -10.21       2.997       2.578       3.132        3.07       77.66           0
   2.093e+10      -19.19      -18.29   3.564e+11           0           0       1.787      -11.63      -1.063       1.588       3.877       3.041       111.8           0
   6.885e+09      -19.25      -18.75   1.966e+11           0           0       1.268      -10.05       1.578       7.877      0.8355       2.275       45.09           0
   3.531e+10      -19.31      -18.46   5.391e+11           0           0       1.989      -11.45      -1.812       1.896       3.269       2.813       196.7           0
   6.422e+10      -20.45      -19.53   1.026e+12           0           0       1.797      -11.79      -1.138       3.175       5.915       3.581       174.6           0
   1.491e+10      -18.88      -17.89   2.895e+11           0           0       1.944      -11.71       1.417           0       3.669       2.915           0           0
   1.327e+10      -19.09      -18.32   2.716e+11           0           0       1.376      -10.25       1.901       6.783      0.7183       2.187       52.71           0
   1.297e+10      -18.72       -17.8   2.682e+11           0           0       1.821      -11.82      -1.633       1.695           6       2.865       136.2           0
   4.647e+10      -20.41      -19.68   7.101e+11           0           0       1.426      -10.19      0.4409       5.242       1.775       2.336       85.67           0
   4.083e+11      -21.86      -20.79   5.391e+13           0           0       1.972      -12.42      -1.933        8.22         4.3        2.94       287.4           0
   6.544e+09      -18.72      -18.22   1.918e+11           0           0       1.306      -9.853       3.917        6.66      0.9069       2.199       36.64           0
   3.864e+10      -20.01      -19.27   5.886e+11           0           0       1.445       -10.3       2.285       6.938       1.252        2.25       93.56           0
   1.103e+10      -18.72      -17.94   2.468e+11           0           0       1.463      -10.76        2.65       5.021      0.9963       2.334       42.79           0
   1.095e+11         -21      -20.13   2.185e+12           0      0.2391       1.585      -11.45      0.1817       9.161        3.29        2.31       156.6           0
    1.76e+11      -21.27      -20.27   5.934e+12           0           0       2.001      -12.26      -2.474       5.529       4.208       3.314         257           0
   1.127e+11       -20.8      -19.86   2.287e+12           0           0        1.91      -12.29       -3.01       7.143       5.034       2.824       152.5           0
   8.318e+10      -20.57      -19.65   1.452e+12           0           0       1.872      -12.02      -1.922       6.022       4.753       2.704       154.4           0
   7.255e+09      -18.67      -16.25   2.012e+11           0           0       1.354      -9.464        3.17           0       1.535       1.701           0           0
   2.221e+10      -19.21       -18.3   3.717e+11           0           0       1.813      -11.52      -1.473       2.305       2.401       2.708       104.3           0
   1.431e+10      -18.98      -18.09   2.828e+11           0           0       1.799      -11.65     -0.6022       2.511       4.365       3.227       99.04           0
   9.402e+10      -20.36      -19.54   1.744e+12           0   7.749e-06       1.307      -9.848       1.827       6.354        1.63       2.102       177.3           0
   5.245e+09       -18.4      -17.83   1.744e+11           0           0       1.384      -10.14       2.941       6.952       1.093       2.346       25.59           0
   5.325e+10      -20.18      -19.27   8.265e+11           0           0       1.838       -11.8      -1.661       4.743       5.808       3.283         145           0
   3.459e+10      -19.18      -18.25   5.297e+11           0     0.08775       1.617      -10.81      0.7223       10.19       1.078       2.723       81.93           0
   5.204e+10      -20.23      -19.29   9.168e+11           0           0       1.874      -12.05      -1.457       4.426       3.983       2.814       131.6           0
   8.272e+09       -19.5      -19.13   2.143e+11           0           0       1.267      -9.654       4.099       5.491       1.389       2.318       63.23           0
   4.902e+10      -20.46      -19.87   9.936e+11           0           0       1.451      -10.24      0.7136       7.822       1.044       2.125       86.78           0
   1.407e+11      -20.92      -20.15   8.298e+12           0           0       1.805      -11.37      -1.608       8.069       2.311       2.511       125.7           0
   2.935e+10      -19.79      -18.91   4.577e+11           0           0       1.514      -10.59        2.12           0      0.8739       2.524       106.5           0
   1.225e+10      -18.89      -18.03   2.599e+11           0           0       1.775       -11.5     -0.6292       1.736       4.062       2.989       82.06           0
    3.35e+10      -19.77      -18.86   8.511e+11           0           0       1.878       -11.8      -1.484        3.94           6       3.097       165.4           0
   8.943e+09      -18.43      -17.59   2.228e+11           0      0.3513       1.506      -10.61       1.017       3.463       2.034       2.896       47.46           0
   5.867e+09      -19.06      -18.66   1.825e+11           0     0.08634       1.248      -9.772       3.419       4.419      0.8041       2.151       12.62           0
   8.289e+11      -20.37      -19.33   1.177e+14           0           0       1.937      -11.49     -0.4274       9.309       1.774       2.336       168.1           0
   9.126e+10       -20.2      -19.27   1.667e+12           0      0.4661       1.757      -12.07     -0.9876        6.21       2.391       2.649         140           0
    6.28e+09      -18.53      -17.91   1.885e+11           0           0       1.508      -10.78       2.686       6.925       1.108        1.99       18.38           0
   2.435e+10      -19.65      -18.94   3.982e+11           0           0       1.516      -10.54      0.8494       9.665      0.8969       2.494       72.34           0
   7.451e+09      -19.11      -18.43   2.038e+11           0           0       1.234      -10.56       2.876       7.382       0.868        2.08       56.65           0
   2.353e+10      -19.79      -19.17   3.882e+11           0   0.0001224       1.477      -10.25      0.8774       8.825      0.7631       1.976       51.05           0
   1.934e+11      -21.34      -20.45   6.291e+12           0           0       1.907      -12.23      -1.824       8.713       3.402       2.992       188.2           0
   1.207e+11      -21.05       -20.3   2.574e+12           0           0       1.547      -10.39      -1.441       7.026       1.923       2.776       155.5           0
   1.347e+11      -21.06      -20.08   3.118e+12           0           0        1.97      -12.19      -1.914       4.834       4.535       3.443       198.8           0
   1.519e+10      -19.32      -18.53   2.929e+11           0           0       1.544      -11.06       0.985       3.365       4.122       2.401       62.62           0
   7.484e+09      -18.45      -17.55   2.043e+11           0      0.4888       1.615      -11.37       -0.29       4.014       1.682       2.242       48.65           0
   9.962e+09      -19.04      -18.38   2.352e+11           0           0       1.458      -10.46       2.605       8.852      0.8954       2.178          60           0
   2.101e+10      -19.05      -18.21   3.574e+11           0           0       1.248       -9.64        2.93       3.347       1.813       2.424       96.72           0
   5.381e+09      -18.37      -17.81    1.76e+11           0           0       1.276      -9.927       4.039       2.835       1.082       2.369       54.23           0
   6.195e+09      -17.93      -17.08   1.873e+11           0           0       1.593       -11.5       1.286           0       2.582       2.326           0           0
    1.11e+10      -18.98      -18.15   2.477e+11           0           0       1.446      -10.68       4.443       2.008           6       3.304       71.44           0
   8.777e+10      -20.72       -19.8   1.568e+12           0           0       1.595      -10.92      0.8562       4.962         5.3       3.061       172.4           0
    3.13e+10      -19.76      -18.84   4.827e+11           0      0.0572       1.826      -12.03    -0.03247           0       1.228        2.59           0           0
   1.227e+11      -20.81      -19.84   3.565e+12           0           0       2.011      -12.22      -2.604        5.99           6       3.427       188.9           0
   1.564e+11      -21.19      -20.36   8.882e+12           0           0       1.878       -11.6      -2.186       13.12        1.96       2.228         135           0
   2.056e+10      -19.75       -19.1   3.521e+11           0           0       1.458      -11.19     -0.1086       11.13       1.079       1.938       62.68           0
   8.724e+09      -18.67      -17.87   2.198e+11           0           0       1.253      -10.35       1.154        2.76       2.252       2.761       109.1           0
   4.623e+10      -19.35      -18.44   7.045e+11           0           0       1.516      -10.14       2.249       3.674       2.577       2.889         112           0
   5.308e+10      -20.09      -19.49   8.253e+11           0           0        1.59      -10.67     -0.2919       6.347        2.63       2.432       86.29           0
   6.965e+09      -18.12      -17.35   1.978e+11           0           0       1.233      -10.23      0.7793       4.804       1.749       2.835       84.79           0
   2.236e+10      -19.96      -19.37   3.735e+11           0           0       1.389      -10.24        2.83       10.61       0.988       2.005       55.19           0
    1.98e+10       -19.9      -19.41   3.428e+11           0           0       1.238      -9.795       2.745       5.775      0.6995       2.025       73.54           0
   8.911e+09      -17.94      -17.11   2.222e+11           0           0       1.422      -11.01       2.988       3.678       1.957       2.863       74.25           0
   1.255e+10      -19.38       -18.8   2.633e+11           0           0       1.228      -10.88       2.847           0       1.016       2.298           0           0
   1.627e+10      -19.01      -18.16   3.041e+11           0           0       1.736       -11.4    -0.07918       2.289       5.021       3.256       103.3           0
   7.398e+10      -20.26      -19.28   1.238e+12           0           0       1.891      -11.79      -1.026        4.47       4.286       3.203       165.7           0
   8.934e+09      -18.97      -18.38   2.226e+11           0           0       1.552      -10.56      0.4542       7.949      0.9963       2.009       39.82           0
   2.563e+10      -19.17      -18.41    4.12e+11           0           0       1.479      -10.32     0.09323        12.8       1.455       2.651        53.1           0
   4.843e+10      -20.28       -19.4   7.463e+11           0           0       1.619      -11.17       1.202       2.985       4.418       3.454       128.2           0
   1.324e+11      -20.63      -19.87   3.958e+12           0           0       1.547      -10.43       2.767       10.73      0.7919        2.31       112.5           0
   1.103e+10      -18.95      -18.31   2.467e+11           0           0       1.393      -10.34       3.564       6.498       0.838       2.221       57.12           0
   6.591e+10      -20.16       -19.2   1.058e+12           0      0.3128       1.958      -12.15      -2.485       3.688       4.743       3.173       191.3           0
   1.194e+11       -20.4      -19.46   4.791e+12           0           0       1.756      -11.27      -0.979       6.539       3.496       3.126         135           0
   9.812e+09      -19.19      -18.62   2.334e+11           0      0.2359       1.239      -9.976       1.119       7.801      0.7304       1.942       63.55           0
   2.883e+10      -19.48      -18.73   4.513e+11           0      0.4683        1.57       -10.4      0.4812       5.415        2.11       2.708       94.24           0
   9.838e+09      -19.14      -18.52   2.337e+11           0           0       1.494      -10.54     -0.4556       9.297       2.185       2.084       18.37           0
   1.172e+11      -21.08      -20.21   2.435e+12           0           0       1.862      -11.83      -1.433       8.015       3.006       2.508         171           0
   1.432e+10      -18.59      -17.77   2.829e+11           0           0       1.295      -9.921       2.691       3.152       2.494        2.79       64.27           0
    1.77e+10      -19.56      -18.82   3.193e+11           0           0       1.331      -10.06       2.855       5.465       1.432       2.298       85.07           0
   1.473e+10      -19.87      -19.27   2.871e+11           0           0       1.353      -10.17       2.959           0      0.7419        2.44           0           0
   1.372e+10      -19.45      -18.79   2.764e+11           0           0       1.358      -10.02        4.42       3.318       1.986       2.765       52.78           0
   5.116e+10      -20.25      -19.31   1.593e+12           0           0       1.804      -11.87      -1.231       3.528       4.899        3.17       159.7           0
   3.406e+10      -20.11      -19.45   5.208e+11           0   2.384e-06       1.476      -10.38       1.467       6.982       1.005       1.928       64.43           0
   7.286e+10      -20.48      -19.65   1.211e+12           0           0       1.825       -11.5      -2.103       9.295       3.883       2.268       133.5           0
   1.397e+10      -19.75      -19.05   2.793e+11           0           0       1.372      -10.01       2.619           0       5.903       1.913           0           0
   9.241e+09      -18.45      -17.62   2.268e+11           0           0       1.491       -10.9       1.252       8.185      0.9351       2.198        50.4           0
   6.792e+09      -19.18       -18.7   1.955e+11           0           0       1.304      -9.878        3.37       7.129      0.9306       1.925       50.95           0
   1.184e+10      -19.23       -18.7   2.554e+11           0           0       1.147      -9.291       4.094           0       1.043       2.497           0           0
   5.765e+09       -18.9      -18.38    1.81e+11           0           0        1.18      -9.553       1.721       2.619       1.114       2.456       65.75           0
   3.297e+10      -19.78      -18.92   5.067e+11           0           0       1.833      -11.66      -1.178       5.483       1.766       2.412       104.3           0
   1.025e+11      -20.73      -19.79   1.955e+12           0           0       1.866      -12.18      -1.028       6.227       2.438       3.017       151.2           0
   2.772e+10       -19.7      -19.05    4.37e+11           0           0       1.563      -10.94      0.7318       12.19       1.132        2.59       79.04           0
    7.13e+09      -18.82      -18.35   1.997e+11           0           0        1.29      -10.01       3.458       10.79      0.8488        2.28       13.29           0
   1.435e+11      -20.94      -19.94   5.157e+12           0           0       1.878      -12.03      -3.249           0        4.24       3.364           0           0
   1.881e+10      -19.92      -19.21   3.326e+11           0      0.2519       1.223      -9.872       3.028       4.466       1.371       2.435       99.96           0
   3.985e+10      -20.44      -19.91   7.023e+11           0           0       1.393      -10.09       2.654       7.092       1.022       2.024       82.61           0
    7.75e+09      -18.22      -17.32   2.082e+11           0           0       1.787      -11.41     -0.8156        1.43       3.129       2.839       79.13           0
   6.792e+10      -20.28      -19.26   1.099e+12           0           0       1.992      -12.26      -2.487       3.542       5.507       3.361       186.7           0
    1.51e+10      -18.84      -17.94   2.921e+11           0           0       1.779      -11.72      -1.903        2.29           6       3.068       115.1           0
    3.09e+10      -19.37      -18.74   4.775e+11           0           0       1.395      -10.83       2.933       6.186       2.477       2.563       90.91           0
   3.444e+10      -19.73      -19.06   5.275e+11           0   0.0007873       1.455      -10.41       2.877       10.78       1.323       2.537       87.98           0
   1.005e+11      -20.59      -19.59   2.054e+12           0           0       1.993      -12.29      -3.226       7.096        4.25       2.524       179.8           0
   4.081e+10       -20.5      -19.78    6.18e+11           0           0       1.487      -10.95       3.922       3.134       4.328       3.176       139.7           1
   4.226e+10      -19.85      -18.87   6.419e+11           0           0       1.685      -11.48     -0.3108       2.909       4.206       3.513         166           0
   1.505e+10      -19.53      -18.86   2.914e+11           0           0       1.376      -10.23       2.537       7.905      0.8584       2.069       66.45           0
   7.522e+09      -18.93      -18.45    2.05e+11           0           0       1.326      -10.04       3.903       7.125      0.6357       2.017       39.88           0
   1.853e+10      -18.75       -18.2   3.286e+11           0           0       1.314       -10.2       4.402       7.544       1.348       2.593       65.37           0
   1.052e+10      -18.69      -17.87   3.043e+11           0           0       1.658      -11.52      -0.037        2.32       4.493       2.935       75.63           0
   2.607e+10      -20.12      -19.48   4.162e+11           0           0       1.329      -9.997       1.979       7.662        1.17       2.251         104           0
   1.174e+11      -20.97      -20.29   2.444e+12           0   0.0004033       1.738       -11.4      -1.315        9.93       2.043       2.296       116.2           0
   6.931e+09       -18.6       -18.1   1.972e+11           0           0       1.326      -10.05       1.686       7.751       0.517       1.998       13.48           0
   5.454e+09      -18.77      -18.17   1.771e+11           0      0.3979       1.451      -11.09       1.309       8.612      0.6986       1.751       40.86           0
    1.51e+10      -19.31      -18.58    2.92e+11           0           0       1.422       -10.4      0.8182       2.449       1.118       2.341       83.14           0
   2.159e+10       -19.4      -18.68   3.641e+11           0           0       1.499      -10.29    -0.03884       4.376       2.942       2.703       90.23           0
   7.173e+09      -18.72      -18.12   2.002e+11           0           0       1.329      -10.15       2.542       2.678        1.35       2.571       62.96           0
   6.438e+09      -18.49      -17.85   1.908e+11           0           0       1.246      -8.688       5.249           0       1.158       2.222           0           0
   9.514e+09      -18.64      -17.92   2.298e+11           0           0       1.219      -10.06       1.089       4.748      0.8475       2.297       72.78           0
   8.087e+09      -18.51      -17.72    2.12e+11           0           0       1.547      -10.79       1.047       2.198       2.574       2.326       50.68           0
   7.636e+10      -20.53      -19.69   1.299e+12           0           0       1.915      -12.15      -2.731       6.318           6       3.114       161.5           0
   5.625e+09      -18.85       -18.4   1.792e+11           0           0       1.174      -9.801       2.299       4.565       1.141       2.211       40.11           0
   1.133e+10      -18.99      -18.29   2.501e+11           0           0       1.336      -10.32       2.224       9.501      0.5037        2.19       15.33           0
   2.039e+11      -21.35      -20.64   6.739e+12           0           0       1.826      -11.52     -0.9415       10.44         2.8       2.295       140.8           0
   3.965e+10      -20.45      -19.95   6.023e+11           0           0       1.384      -9.948        1.55        8.87       1.464       2.238       62.97           0
   1.713e+10      -19.59      -19.01   3.133e+11           0           0       1.364      -10.08       4.295       3.669        3.09       2.505       78.37           0
   1.163e+10       -18.6      -17.74    2.53e+11           0           0       1.795      -11.75     -0.9447       1.967       4.384       3.061       77.19           0
   2.922e+10      -20.53      -19.95   5.718e+11           0           0       1.203      -10.17       1.709       6.182       1.597       2.277        79.3           0
   2.024e+10      -19.21      -18.27   3.479e+11           0           0       1.951      -12.02      -2.405       2.693       4.946       2.861       130.6           0
    6.04e+10      -20.32      -19.57   9.522e+11           0           0       1.407      -10.39       1.385       5.053           6       2.718       127.5           0
   1.581e+10      -19.65      -19.18    2.99e+11           0           0       1.314      -9.974       1.964       10.27       1.296       2.221       70.71           0
   2.147e+10      -19.45      -18.69   3.626e+11           0           0        1.76      -11.38      -1.054        2.73        5.11       2.976        87.6           0
   3.107e+10      -20.03       -19.5   4.799e+11           0      0.3802       1.463      -10.16       1.897       6.664      0.7478        1.97       73.96           0
   1.365e+10      -19.57      -18.98   2.756e+11           0           0       1.215      -9.704       1.769       4.639       2.785       2.781        83.7           0
   2.648e+10      -19.66      -18.99   4.211e+11           0           0        1.54      -10.45       1.147       3.932       2.298       2.878       111.6           0
   8.149e+09      -18.61      -17.94    2.13e+11           0           0       1.299      -9.985      0.7185       6.238       1.358       2.586        45.6           0
   3.922e+10      -19.76      -18.79   5.949e+11           0           0       1.937      -12.12      -2.141       2.571       3.357       3.106       151.7           0
   5.862e+10      -19.95      -19.19   1.015e+12           0           0       1.544      -10.33       1.313       9.594       2.178       2.549       97.01           0
    7.94e+09      -18.18      -17.27   2.104e+11           0           0       1.876      -11.55      -1.591         1.3        5.95       2.989       107.1           0
   9.251e+09      -18.43      -17.56   2.269e+11           0           0       1.535      -11.11       1.099       3.019       3.341       3.015       80.99           0
   4.637e+10      -19.95      -18.98   7.079e+11           0           0       1.962      -12.08      -1.541       3.322       3.445       3.014       146.9           0
   9.029e+09      -19.03      -18.34   2.241e+11           0           0       1.367      -10.14       3.178       4.764      0.6218       2.018       53.14           0
   5.446e+10      -19.93      -18.98   9.428e+11           0           0       2.048      -12.23      -2.935       2.992           6       3.403       172.3           0
   1.259e+10      -18.96      -18.35   2.638e+11           0           0       1.329      -10.18       3.335       10.88      0.7875       2.254        71.6           0
   2.084e+10      -18.98      -18.02   3.553e+11           0           0       1.972      -12.09      -2.258       2.179       4.568       2.867         133           0
   1.756e+10      -19.53      -18.84   3.175e+11           0           0       1.263      -10.19       2.832       6.362      0.9902         2.3       56.71           0
   6.282e+09      -18.07      -17.34   1.885e+11           0           0       1.376       -10.4      0.4624       2.295       2.478       2.445       54.01           0
   3.248e+10      -19.28      -18.29   4.997e+11           0           0       1.964      -12.27      -2.995       1.238       3.887       3.262       231.5           0
   2.141e+10      -19.38      -18.61   3.619e+11           0           0       1.727      -11.35       2.043           0       0.947       2.316           0           0
   7.397e+10      -20.05      -19.11   1.237e+12           0           0        1.55      -10.36    -0.08298       5.992       2.801       2.757       111.3           0
   6.644e+10      -20.44      -19.65    1.07e+12           0           0       1.644      -11.44     -0.5114       6.053       4.074       2.798       146.8           0
   1.881e+10      -19.38      -18.59   3.328e+11           0           0       1.508      -10.38       1.722       7.676       1.133       2.624       51.52           0
   8.785e+09      -18.48      -17.68   2.207e+11           0           0       1.559      -10.97      0.5451       2.101       2.447       2.753       46.66           0
   4.782e+10      -20.35      -19.72   7.338e+11           0           0       1.637      -10.32       0.544       5.767       1.312       2.321       97.73           0
   1.771e+11      -21.19       -20.2   6.023e+12           0           0       1.888       -12.4      -3.026       7.102           6       3.199       227.8           0
   7.934e+09      -18.42      -17.81   2.103e+11           0           0       1.417      -10.28       1.175       7.965      0.7113       2.193       43.82           0
   6.457e+10      -20.24      -19.33   1.033e+12           0           0       1.961      -11.94      -1.935       2.794           6        3.31       152.2           0
    3.64e+10      -20.27      -19.59   5.542e+11           0           0       1.595      -11.09     -0.7958       12.49      0.8325       1.728       64.37           0
   2.339e+11      -21.08      -20.09    1.09e+13           0           0        2.05      -11.75      -2.577       6.408       3.626       3.147       270.6           0
   8.447e+09      -19.45       -18.9   2.164e+11           0           0       1.255      -9.982       3.874       10.03       1.055       2.108        71.7           0
   9.813e+10      -20.62       -19.7   2.095e+12           0           0       1.833      -12.06      -1.532       5.899       5.357        3.07         161           0
   9.782e+10      -20.83       -20.1   1.835e+12           0      0.3083       1.588      -10.41     -0.9257       4.661       2.839       3.094       130.4           0
   8.249e+10      -20.23      -19.24   1.434e+12           0           0       1.953      -12.14      -2.284       3.936       5.169        3.11       192.9           0
   9.823e+10      -20.66      -19.78   2.259e+12           0     0.01328       1.921       -12.4      -2.252       8.042       5.412       2.342       147.5           0
   1.212e+11      -20.58      -19.61    5.46e+12           0           0       1.949      -12.87      -2.335        4.87       4.719       3.297       216.5           0
   8.317e+09      -19.03      -18.53   2.147e+11           0      0.1559       1.317      -10.14       2.341       10.54       1.043       1.951       83.41           0
